What do you have?	Qu’est-ce que vous avez?	
Do you have...?	Est-ce que vous avez...?	
Do you understand?	Comprenez-vous?	
Is it that you understand?	Est-ce que vous comprenez?	
Is it that you understand me?	Est-ce que vous me comprenez?	
What is it that...?	Qu’est-ce que...?	
What do you have to eat?	Qu’est-ce que vous avez à manger?	
You have to eat.	Vous devez manger.	
to drink	boire	
What do you have to drink?	Qu’est-ce que vous avez à boire?	
What is there?	Qu’est-ce qu’il y a?	
What is there to drink?	Qu’est-ce qu’il y a à boire?	
What is there to eat?	Qu’est-ce qu’il y a à manger?	
How much time?	Combien de temps?	
too much time	trop de temps	
much time	beaucoup de temps	
I don’t have much time.	Je n’ai pas beaucoup de temps.	
many things	beaucoup de choses	
I’m going to buy many things.	Je vais acheter beaucoup de choses.	
I don’t have too much time.	Je n’ai pas trop de temps.	
I’m not going to buy too many things.	Je ne vais pas acheter trop de choses.	
I have much to do.	J’ai beaucoup à faire.	
I have much too much to do.	J’ai beaucoup trop à faire.	
I have nothing to do.	Je n’ai rien à faire.	
nothing doing	rien à faire	
I have something to tell you.	J’ai quelque chose à vous dire.	
What is the difference?	Quelle est la différence?	
between	entre	
between us	entre nous	
between the two / between both	entre les deux	
What is the difference between the two?	Quelle est la différence entre les deux?	
What speciality do you have tonight?	Quelle spécialité avez-vous ce soir?	
What address?	Quelle addresse?	
What is your address?	Quelle est votre addresse?	
telephone number	numéro de téléphone	
What is your telephone number?	Quel est votre numéro de téléphone?	
What is your name?	Quel est votre nom?	
What do you want?	Que voulez-vous?	
What do you want to eat?	Que voulez-vous manger?	
What do you want to do now?	Que voulez-vous faire maintenant?	
What do you want to know?	Que voulez-vous savoir?	
What do you prefer?	Que préférez-vous?	
to think	penser	
What do you think?	Que pensez-vous?	
What is it that you want?	Qu’est-ce que vous voulez?	
What do you know?	Qu’est-ce que vous savez?	
What do you have for me?	Qu’est-ce que vous avez pour moi?	
What do you want to say? / What do you mean?	Qu’est-ce que vous voulez dire? / Que voulez-vous dire?	
I don’t know what I’m going to do today.	Je ne sais pas ce que je vais faire aujourd’hui.	
Nobody knows what it is.	Personne sait ce que c’est.	
I don’t understand what you mean.	Je ne comprends pas ce que vous voulez dire.	
I want	je veux	
I want it.	Je le veux.	
I don’t want it.	Je ne le veux pas.	
That’s not what I want.	Ce n’est pas ce que je veux.	
That’s exactly what I want.	C’est exactement ce que je veux.	
But that’s not what I mean.	Mais ce n’est pas ce que je veux dire.	
I want to do it.	Je veux le faire.	
I’m going to do it because I want to see it.	Je vais le faire parce que je veux le voir.	
That’s not what I mean.	Ce n’est pas ce que je veux dire.	
I don’t understand what it means.	Je ne comprends pas ce que ça veut dire.	
it means	ça veut dire	
What does it mean?	Qu’est-ce que ça veut dire?	
to explain	expliquer	
Will you explain to me what you mean?	Voulez-vous m’expliquer ce que vous voulez dire?	
I will do it tomorrow.	Je vais le faire demain.	
He will be here in a few days.	Il va être ici dans quelques jours.	
I will arrive tomorrow morning.	Je vais arriver demain matin.	
We will arrive tomorrow morning.	Nous allons arriver demain matin.	
Il partira.	He will leave.	
I will say. / I will tell.	Je dirai.	
I will wait.	J’attendrai.	
You will wait.	Vous attendrez.	
We will wait.	Nous attendrons.	
He will wait.	Il attendra.	
I will understand.	Je comprendrai.	
I will not understand it.	Je ne le comprendrai pas.	
I won’t understand you.	Je ne vous comprendrai pas.	
He won’t understand me.	Il ne me comprendra pas.	
He will tell you.	Il vous dira.	
He won’t tell me.	Il ne me dira pas.	
I will ask you later.	Je vous demanderai plus tard.	
It will start soon.	Ça commencera bientôt.	
It will start soon. / It is going to start soon.	Ça va commencer bientôt.	
It starts tomorrow.	Ça commence demain.	
next week	la semaine prochaine	
I’m going to see you next week.	Je vais vous voir la semaine prochaine. / Je vous vois la semaine prochaine.	
to lift / to lift up	lever	
I’m lifting it.	Je le lève.	
He’s lifting it.	Il le lève.	
She’s lifting it.	Elle le lève.	
one is starting	on commence	
One is starting now.	On commence maintenant.	
One is very comfortable here.	On est très confortable ici.	
one is going / we are going	on va	
One is going to leave.	On va partir.	
One is going to stay here. / We are going to stay here.	On va rester ici.	
Shall we...?	On va...?	
Shall we start?	On va commencer?	
Shall we leave?	On va partir?	
Shall we stay?	On va rester?	
What shall we...?	Qu’est-ce qu’on va...?	
What shall we do?	Qu’est-ce qu’on va faire?	
What shall we eat?	Qu’est-ce qu’on va manger?	
What shall we order?	Qu’est-ce qu’on va commander?	
What shall we drink?	Qu’est-ce qu’on va boire?	
What shall we take?	Qu’est-ce qu’on va prendre?	
I’m going to have a cup of coffee.	Je vais prendre une tasse de café.	
to have lunch	déjeuner	
the lunch	le déjeuner	
Will you have lunch with me?	Voulez-vous déjeuner avec moi?	
breakfast	le petit déjeuner	
Will you have breakfast with me tomorrow morning?	Voulez-vous prendre le petit déjeuner avec moi demain matin?	
I will do it.	Je le ferai. / Je vais le faire.	
Do you want to come with me?	Est-ce que vous voulez venir avec moi? / Voulez-vous venir avec moi?	
Do you want to wait for me?	Voulez-vous m’attendre? / Est-ce que vous voulez m’attendre?	
I’m getting up (lifting myself up).	Je me lève.	
We are getting up.	Nous nous levons.	
You are getting up.	Vous vous levez.	
He is getting up.	Il se lève.	
One is getting up. / We are getting up.	On se lève.	
I’m going to get up.	Je vais me lever.	
One is going to get up. / We are going to get up.	On va se lever.	
Shall we get up?	On va se lever?	
Will you get up, please?	Voulez-vous vous lever, s’il vous plaît?	
When (At what time) are you going to get up tomorrow morning?	À quelle heure allez-vous vous lever demain matin?	
I’m asking	je demande	
I’m asking you.	Je vous demande.	
I wonder	je me demande	
I call	j’appelle	
I call you.	Je vous appelle.	
I call you tomorrow.	Je vous appelle demain.	
My name is... (I call myself)	Je m’appelle...	
to call back / to recall	rappeler	
Will you call me back?	Voulez-vous me rappeler?	
I’m going to call you back.	Je vais vous rappeler.	
Will you tell him to call me back?	Voulez-vous lui dire de me rappeler?	
I call you back later.	Je vous rappelle plus tard.	
I remember. (I recall to myself.)	Je me rappelle.	
I don’t remember.	Je ne me rappelle pas.	
to hurry	se dépêcher	
I’m hurrying.	Je me dépêche.	
I’m going to hurry.	Je vais me dépêcher.	
I must hurry.	Je dois me dépêcher.	
One is going to hurry.	On va se dépêcher.	
We are going to hurry.	Nous allons nous dépêcher.	
You must hurry.	Vous devez vous dépêcher.	
Will you hurry, please.	Voulez-vous vous dépêcher.	
in France / to France	en France	
in England	en Angleterre	
in Italy / to Italy	en Italie	
in Germany	en Allemagne	
in Switzerland	en Suisse	
We are going to Spain.	Nous allons en Espagne.	
We are going to be in Spain.	Nous allons être en Espagne.	
in California	en Californie	
in Japan / to Japan	au Japon	
in Denmark	au Danemark	
in Portugal	au Portugal	
in Brazil	au Brésil	
in Italy	en Italie	
in Canada	au Canada	
in Quebec	au Québec	
in French	en français	
How does one say ... in French?	Comment dit-on ... en français?	
one says...	on dit...	
How is it spelt? (How does it write itself?)	Comment ça s’écrit?	
to write	écrire	
What price?	Quel prix?	
What is the price?	Quel est le prix?	
It is how much?	C’est combien?	
Will you write it?	Voulez-vous l’écrire?	
Will you write down the price?	Voulez-vous écrire le prix?	
in English	en anglais	
in Spanish	en espagnol	
in passing / while passing	en passant	
in/while waiting / in the meantime	en attendant	
I want some of it.	J’en veux.	
I don’t want any of it.	Je n’en veux pas.	
I’m going to buy some.	Je vais en acheter.	
I would like to have some.	Je voudrais en avoir.	
Do you want to have some?	Voulez-vous en avoir?	
Do you have it?	L’avez-vous?	
Do you have any of it/ some of it?	En avez vous?	
Do you want some of it?	En voulez-vous?	
enough	assez	
I have enough.	J’ai assez.	
I have enough of it.	J’en ai assez.	
I’m fed up with it.	J’en ai assez.	
I really am fed up with it.	J’en ai marre.	
I need this book.	J’ai besoin de ce livre.	
I need to do it.	J’ai besoin de le faire.	
one must	il faut	
One must do it. / It is necessary to do it.	Il faut le faire.	
I need...	il me faut...	
It is necessary for me to do it.	Il me faut le faire.	
if you want	si vous voulez	
you are	vous êtes	
Where are you?	Où êtes-vous?	
Are you busy?	Êtes-vous occupé?	
Are you free?	Êtes-vous libre?	
you are doing/making	vous faites	
What are you doing?	Qu’est-ce que vous faites?	
you are saying/telling	vous dites	
What are you saying?	Qu’est-ce que vous dites?	
I don’t understand what you’re saying.	Je ne comprends pas ce que vous dites.	
I’m hurrying because I am in a hurry.	Je me dépêche parce que je suis pressé.	
Will you hurry, please?	Voulez-vous vous dépêcher?	
Hurry yourself.	Dépêchez-vous.	
to bother	déranger	
It bothers me.	Ça me dérange.	
It doesn’t bother me.	Ça ne me dérange pas.	
It bothers you.	Ça vous dérange.	
to smoke	fumer	
Does it bother you if I smoke?	Ça vous dérange si je fume?	
information	renseignements	
to teach	enseigner	
to inform	renseigner	
to inform oneself / to get some information	se renseigner	
I’m going to find out.	Je vais me renseigner.	
He doesn’t do it. (using a handle)	Il ne peut pas le faire.	
Why don’t you do it now? (using a handle)	Pourquoi ne pouvez-vous pas le faire maintenant?	
Why don’t you tell me? (using a handle)	Pourquoi ne pouvez-vous pas me dire?	
Why don’t you come with me? (using a handle)	Pourquoi ne pouvez-vous pas venir avec moi?	
I have to leave now.	Je dois partir maintenant.	
One must leave now.	On doit partir maintenant.	
I could	je pouvais	
I couldn’t understand you.	Je ne pouvais pas vous comprendre.	
He couldn’t wait for us.	Il ne pouvait pas nous attendre.	
I had to	je devais	
he had to	il devait	
He had to leave.	Il devait partir.	
He wanted to wait.	Il voulait attendre.	
He wanted to buy it.	Il voulait l’acheter.	
I didn’t want to buy it.	Je ne voulais pas l’acheter.	
I knew	je savais	
I didn’t know.	Je ne savais pas.	
I had	j’avais	
I didn’t have the time to do it.	Je n’avais pas le temps de le faire.	
I was	j’étais	
it was	c’était	
it was not	ce n’était pas	
It was not possible to do it that way...	Ce n’était pas possible de le faire comme ça...	
...because I was very busy.	...parce que j’étais très occupé.	
yesterday	hier	
yesterday morning	hier matin	
yesterday afternoon	hier après-midi	
yesterday evening	hier soir	
I was there last night...	J’étais là hier soir...	
...but nobody was there.	...mais personne était là.	
I like / I love	j’aime	
I like to do it that way.	J’aime le faire comme ça.	
I love you.	Je vous aime. / Je t’aime.	
I like you.	Je vous aime bien.	
I like you but I don’t love you.	Je vous aime bien mais je ne vous aime pas.	
I adore doing it.	J’adore le faire.	
